remote_path,script_class,script_path,line,methods,confidence
ReplicatedStorage.RemoteEvents.Blur,ModuleScript,ServerScriptService.Chat/Commands.Commands.Unblur,8,"FireClient,Fire",medium
ReplicatedStorage.RemoteEvents.Blur,LocalScript,StarterPlayer.StarterPlayerScripts.ReceiveMessage,209,OnClientEvent,medium
ReplicatedStorage.RemoteEvents.Blur,LocalScript,StarterPlayer.StarterPlayerScripts.ReceiveMessage,211,OnClientEvent,high
ReplicatedStorage.RemoteEvents.Blur,LocalScript,StarterPlayer.StarterPlayerScripts.ReceiveMessage,215,OnClientEvent,high
ReplicatedStorage.RemoteEvents.buildandstuff,Script,ServerScriptService.Configs.ToolConfig.ToolHandler,306,OnServerEvent,low
ReplicatedStorage.RemoteEvents.ControlThings,LocalScript,StarterPlayer.StarterPlayerScripts.ReceiveMessage,153,OnClientEvent,low
ReplicatedStorage.RemoteEvents.ConvertOpen,ModuleScript,ServerScriptService.Chat/Commands.Commands.Convert,4,"FireClient,Fire",medium
ReplicatedStorage.RemoteEvents.ConvertOpen,ModuleScript,ServerScriptService.Chat/Commands.Commands.Convert,5,"FireClient,Fire",medium
ReplicatedStorage.RemoteEvents.ConvertOpen,LocalScript,StarterGui.Orbs.Convert.ConvertClient,27,OnClientEvent,medium
ReplicatedStorage.RemoteEvents.DeafEvent,ModuleScript,ServerScriptService.Chat/Commands.Commands.deafen,4,"FireClient,Fire",medium
ReplicatedStorage.RemoteEvents.DeafEvent,ModuleScript,ServerScriptService.Chat/Commands.Commands.deafen,8,"FireClient,Fire",medium
ReplicatedStorage.RemoteEvents.FIX MY CAMERA NOW YOU NOOB!,LocalScript,StarterPlayer.StarterPlayerScripts.ReceiveMessage,115,"FireServer,OnClientEvent,Fire",low
ReplicatedStorage.RemoteEvents.FIX MY FREEZE POSITION OMG U CANT GET NUN RIGHT!,ModuleScript,ServerScriptService.Chat/Commands.Commands.Freeze,46,"FireClient,Fire",low
ReplicatedStorage.RemoteEvents.FIX MY FREEZE POSITION OMG U CANT GET NUN RIGHT!,Script,ServerScriptService.Misc.Leaderstats,431,"FireClient,Fire",low
ReplicatedStorage.RemoteEvents.FIX MY FREEZE POSITION OMG U CANT GET NUN RIGHT!,LocalScript,StarterPlayer.StarterPlayerScripts.ReceiveMessage,138,OnClientEvent,low
ReplicatedStorage.RemoteEvents.ForceFirstPerson,ModuleScript,ServerScriptService.Chat/Commands.Commands.Firstperson,4,"FireClient,Fire",high
ReplicatedStorage.RemoteEvents.ForceFirstPerson,ModuleScript,ServerScriptService.Chat/Commands.Commands.Unfirstperson,4,"FireClient,Fire",high
ReplicatedStorage.RemoteEvents.ForceFirstPerson,LocalScript,StarterPlayer.StarterPlayerScripts.FirstPerson,3,OnClientEvent,high
ReplicatedStorage.RemoteEvents.FOV,ModuleScript,ServerScriptService.Chat/Commands.Commands.Fov,4,"FireClient,Fire",high
ReplicatedStorage.RemoteEvents.FOV,ModuleScript,ServerScriptService.Chat/Commands.Commands.Fov,11,"FireClient,Fire",high
ReplicatedStorage.RemoteEvents.FOV,LocalScript,StarterPlayer.StarterPlayerScripts.ReceiveMessage,80,"FireServer,OnClientEvent,Fire",medium
ReplicatedStorage.RemoteEvents.GiftPlayerSelect,Script,ServerScriptService.Misc.Leaderstats,772,OnServerEvent,low
ReplicatedStorage.RemoteEvents.GlobalAnnouncement,Script,ServerScriptService.EXE6_SERVER.Server,905,OnServerEvent,medium
ReplicatedStorage.RemoteEvents.HauntEvent,ModuleScript,ServerScriptService.Chat/Commands.Commands.Haunt,2,"FireClient,Fire",high
ReplicatedStorage.RemoteEvents.JoinServer,ModuleScript,ServerScriptService.Chat/Commands.addcmd,39,OnServerEvent,low
ReplicatedStorage.RemoteEvents.JoinServer,ModuleScript,ServerScriptService.Chat/Commands.Commands.Joinvc,3,"FireClient,Fire",high
ReplicatedStorage.RemoteEvents.JoinServer,Script,ServerScriptService.Chat/Commands.CommandsHandler,104,"FireClient,FireAllClients,Fire",low
ReplicatedStorage.RemoteEvents.JoinServer,LocalScript,StarterPlayer.StarterPlayerScripts.ReceiveMessage,88,"FireServer,OnClientEvent,Fire",medium
ReplicatedStorage.RemoteEvents.OpenCommandsGui,ModuleScript,ServerScriptService.Chat/Commands.Commands.Cmdgui,4,"FireClient,Fire",high
ReplicatedStorage.RemoteEvents.OpenCommandsGui,ModuleScript,ServerScriptService.Chat/Commands.Commands.Cmdgui,5,"FireClient,Fire",high
ReplicatedStorage.RemoteEvents.OpenCommandsGui,ModuleScript,ServerScriptService.Chat/Commands.Commands.Cmdgui,7,"FireClient,Fire",high
ReplicatedStorage.RemoteEvents.OpenCommandsGui,LocalScript,StarterGui.Commands.Background.Manager,274,OnClientEvent,medium
ReplicatedStorage.RemoteEvents.OpenSlots,ModuleScript,ServerScriptService.Chat/Commands.Commands.Slots,4,"FireClient,Fire",medium
ReplicatedStorage.RemoteEvents.OpenSlots,ModuleScript,ServerScriptService.Chat/Commands.Commands.Slots,5,"FireClient,Fire",medium
ReplicatedStorage.RemoteEvents.OpenSlots,LocalScript,StarterGui.Files.FilesManager,81,OnClientEvent,medium
ReplicatedStorage.RemoteEvents.POV,ModuleScript,ServerScriptService.Chat/Commands.Commands.Debug,103,"FireClient,Fire",low
ReplicatedStorage.RemoteEvents.POV,ModuleScript,ServerScriptService.Chat/Commands.Commands.Debug,104,"FireClient,Fire",medium
ReplicatedStorage.RemoteEvents.POV,ModuleScript,ServerScriptService.Chat/Commands.Commands.Horse,54,"FireClient,Fire",low
ReplicatedStorage.RemoteEvents.POV,ModuleScript,ServerScriptService.Chat/Commands.Commands.Poop,48,"FireClient,Fire",low
ReplicatedStorage.RemoteEvents.POV,ModuleScript,ServerScriptService.Chat/Commands.Commands.R6,66,"FireClient,Fire",low
ReplicatedStorage.RemoteEvents.POV,ModuleScript,ServerScriptService.Chat/Commands.Commands.Spectate,4,"FireClient,Fire",high
ReplicatedStorage.RemoteEvents.POV,ModuleScript,ServerScriptService.Chat/Commands.Commands.Spectate,8,"FireClient,Fire",high
ReplicatedStorage.RemoteEvents.POV,ModuleScript,ServerScriptService.Chat/Commands.Commands.Spectate,17,"FireClient,Fire",high
ReplicatedStorage.RemoteEvents.POV,ModuleScript,ServerScriptService.Chat/Commands.Commands.Unspectate,5,"FireClient,Fire",high
ReplicatedStorage.RemoteEvents.POV,LocalScript,StarterPlayer.StarterPlayerScripts.ReceiveMessage,72,OnClientEvent,medium
ReplicatedStorage.RemoteEvents.PurchaseDuplicateEvent,LocalScript,StarterGui.Shop.LocalScript,55,"FireServer,Fire,Invoke",medium
ReplicatedStorage.RemoteEvents.PurchaseDuplicateEvent,LocalScript,StarterGui.Shop2.0.LocalScript,55,"FireServer,Fire,Invoke",medium
ReplicatedStorage.RemoteEvents.PurchaseDuplicateEvent,LocalScript,StarterGui.Size.Frame.ResizeSelection,21,"InvokeServer,OnClientInvoke,Invoke",medium
ReplicatedStorage.RemoteEvents.PurchaseEvent,LocalScript,StarterGui.Shop.LocalScript,54,"FireServer,Fire,Invoke",medium
ReplicatedStorage.RemoteEvents.PurchaseEvent,LocalScript,StarterGui.Shop2.0.LocalScript,54,"FireServer,Fire,Invoke",medium
ReplicatedStorage.RemoteEvents.PurchaseParticleEvent,LocalScript,StarterGui.Shop.LocalScript,23,"FireServer,Fire",medium
ReplicatedStorage.RemoteEvents.PurchaseParticleEvent,LocalScript,StarterGui.Shop2.0.LocalScript,23,"FireServer,Fire",medium
ReplicatedStorage.RemoteEvents.PurchaseRotateEvent,LocalScript,StarterGui.Shop.LocalScript,21,"FireServer,Fire",medium
ReplicatedStorage.RemoteEvents.PurchaseRotateEvent,LocalScript,StarterGui.Shop2.0.LocalScript,21,"FireServer,Fire",medium
ReplicatedStorage.RemoteEvents.PurchaseSprayEvent,LocalScript,StarterGui.Shop.LocalScript,22,"FireServer,Fire",medium
ReplicatedStorage.RemoteEvents.PurchaseSprayEvent,LocalScript,StarterGui.Shop2.0.LocalScript,22,"FireServer,Fire",medium
ReplicatedStorage.RemoteEvents.RewardedAdEvent,Script,ServerScriptService.Misc.RewardedAdsServer,8,"OnServerEvent,FireClient,Fire",high
ReplicatedStorage.RemoteEvents.SaveTutorialDone,Script,ServerScriptService.Configs.SettingsDatastore,12,"OnServerEvent,OnServerInvoke,Invoke",low
ReplicatedStorage.RemoteEvents.SendBackMessages,Script,ServerScriptService.Chat/Commands.CommandsHandler,103,"FireClient,FireAllClients,Fire",low
ReplicatedStorage.RemoteEvents.SendBackMessages,LocalScript,StarterPlayer.StarterPlayerScripts.ReceiveMessage,47,OnClientEvent,medium
ReplicatedStorage.RemoteEvents.setfly,LocalScript,StarterPlayer.StarterCharacterScripts.Flying,21,OnClientEvent,high
ReplicatedStorage.RemoteEvents.TestAnimationReveal,LocalScript,StarterPlayer.StarterPlayerScripts.Animation Test,59,"FireServer,Fire",low
ReplicatedStorage.RemoteEvents.Timer,ModuleScript,ServerScriptService.Chat/Commands.Commands.Timer,45,"FireClient,Fire",low
ReplicatedStorage.RemoteEvents.Timer,LocalScript,StarterGui.Timer.TimerImage.LocalScript,4,OnClientEvent,high
ReplicatedStorage.RemoteEvents.Timer,LocalScript,StarterGui.Timer.TimerImage.LocalScript,5,OnClientEvent,high
ReplicatedStorage.RemoteEvents.VoteKickUIUpdate,LocalScript,StarterGui.Votekick.PoopDate,3,OnClientEvent,high
ReplicatedStorage.RemoteFunctions.ConvertTimeToOrbs,LocalScript,StarterGui.Orbs.Convert.ConvertClient,10,OnClientEvent,high
ReplicatedStorage.RemoteFunctions.GetCommands,Script,ServerScriptService.Chat/Commands.CommandsHandler,184,"OnServerInvoke,Invoke",medium
ReplicatedStorage.RemoteFunctions.GetCommands,Script,ServerScriptService.Chat/Commands.CommandsHandler,185,"OnServerInvoke,Invoke",medium
ReplicatedStorage.RemoteFunctions.GetCommands,LocalScript,ServerScriptService.EXE6_SERVER.Components.EXE6.main_frame.content.screen.screen_handler,2551,"InvokeServer,Invoke",low
ReplicatedStorage.RemoteFunctions.GetCommands,LocalScript,StarterGui.Commands.Background.Manager,240,"InvokeServer,Invoke",medium
ReplicatedStorage.RemoteFunctions.JoinEventServer,ModuleScript,ServerScriptService.Chat/Commands.Commands.Joinevent,2,Invoke,high
ReplicatedStorage.RemoteFunctions.JoinEventServer,Script,ServerScriptService.Chat/Commands.CommandsHandler,357,"OnServerInvoke,Invoke",low
ReplicatedStorage.RemoteFunctions.JoinEventServer,LocalScript,StarterGui.JoinEvent.LocalScript,6,"InvokeServer,OnClientInvoke,Invoke",high
ReplicatedStorage.RemoteFunctions.PaintCustomColors,Script,ServerScriptService.Configs.PaintCustomColorsServer,4,"OnServerInvoke,Invoke",medium
ReplicatedStorage.RemoteFunctions.PaintCustomColors,Script,ServerScriptService.Configs.PaintCustomColorsServer,7,"OnServerInvoke,Invoke",medium
ReplicatedStorage.RemoteFunctions.Paste,Script,ServerScriptService.Configs.ToolConfig.ToolHandler,524,"OnServerInvoke,Invoke",low
ReplicatedStorage.RemoteFunctions.Paste,LocalScript,StarterGui.Size.Frame.ResizeSelection,10,"InvokeServer,OnClientInvoke,Invoke",low
ReplicatedStorage.RemoteFunctions.RequestTutorialStatus,Script,ServerScriptService.Configs.SettingsDatastore,11,"OnServerEvent,OnServerInvoke,Invoke",high
ReplicatedStorage.RemoteFunctions.Revert,ModuleScript,ServerScriptService.Configs.SaveHandler,2251,"OnServerInvoke,Invoke",low
ReplicatedStorage.RemoteFunctions.SkinsAction,Script,ServerScriptService.Misc.Leaderstats,866,"OnServerInvoke,Invoke",low
ReplicatedStorage.RemoteFunctions.SkinsAction,LocalScript,StarterGui.Orbs.OrbShopBeta.LocalScript,19,"InvokeServer,Invoke",high
ReplicatedStorage.RemoteFunctions.SkinsAction,LocalScript,StarterGui.Orbs.OrbShopBeta.LocalScript,65,"InvokeServer,Invoke",low
ReplicatedStorage.RemoteFunctions.SkinsAction,LocalScript,StarterGui.Orbs.OrbShopBeta.LocalScript,84,"InvokeServer,Invoke",high
ReplicatedStorage.SignPreview.Part.SurfaceGui.TextBox.ChangeText,LocalScript,StarterPlayer.StarterPlayerScripts.SignText,134,"InvokeServer,Invoke",low
ReplicatedStorage.Skins.Sign.Cute.Part.SurfaceGui.TextBox.ChangeText,LocalScript,StarterPlayer.StarterPlayerScripts.SignText,134,"InvokeServer,Invoke",low
ReplicatedStorage.Skins.Sign.Demon.Part.SurfaceGui.TextBox.ChangeText,LocalScript,StarterPlayer.StarterPlayerScripts.SignText,134,"InvokeServer,Invoke",low
ReplicatedStorage.Skins.Sign.Evil.Part.SurfaceGui.TextBox.ChangeText,LocalScript,StarterPlayer.StarterPlayerScripts.SignText,134,"InvokeServer,Invoke",low
ReplicatedStorage.Skins.Sign.Frozen.Part.SurfaceGui.TextBox.ChangeText,LocalScript,StarterPlayer.StarterPlayerScripts.SignText,134,"InvokeServer,Invoke",low
ReplicatedStorage.Skins.Sign.Hacked.Part.SurfaceGui.TextBox.ChangeText,LocalScript,StarterPlayer.StarterPlayerScripts.SignText,134,"InvokeServer,Invoke",low
ReplicatedStorage.Skins.Sign.Normal.Part.SurfaceGui.TextBox.ChangeText,LocalScript,StarterPlayer.StarterPlayerScripts.SignText,134,"InvokeServer,Invoke",low
ReplicatedStorage.Skins.Sign.Overgrowth.Part.SurfaceGui.TextBox.ChangeText,LocalScript,StarterPlayer.StarterPlayerScripts.SignText,134,"InvokeServer,Invoke",low
ReplicatedStorage.Skins.Sign.Potato.Part.SurfaceGui.TextBox.ChangeText,LocalScript,StarterPlayer.StarterPlayerScripts.SignText,134,"InvokeServer,Invoke",low
ReplicatedStorage.Skins.Sign.Valentines.Part.SurfaceGui.TextBox.ChangeText,LocalScript,StarterPlayer.StarterPlayerScripts.SignText,134,"InvokeServer,Invoke",low
ReplicatedStorage.UselessStuff.PlayerAdded,Script,ServerScriptService.BlinkV2.ServerAdminIntegration,225,OnServerEvent,low
ReplicatedStorage.UselessStuff.PlayerAdded,ModuleScript,ServerScriptService.Chat/Commands.Commands.R6,87,"FireClient,Fire",low
ReplicatedStorage.UselessStuff.PlayerAdded,Script,ServerScriptService.Chat/Commands.CreditsManager,97,"OnServerInvoke,Invoke",low
ReplicatedStorage.UselessStuff.PlayerAdded,Script,ServerScriptService.EXE6_SERVER.Server,243,"OnServerEvent,OnServerInvoke,Invoke",low
ReplicatedStorage.UselessStuff.PlayerAdded,Script,ServerScriptService.EXE6_SERVER.Server,1179,"OnServerInvoke,FireAllClients,Fire,Invoke",low
ReplicatedStorage.UselessStuff.PlayerAdded,Script,ServerScriptService.EXE6_SERVER.Server,1328,"FireClient,Fire",low
ReplicatedStorage.UselessStuff.PlayerAdded,Script,ServerScriptService.Misc.DealsOfferServer,163,"FireClient,Fire",low
ReplicatedStorage.UselessStuff.PlayerAdded,Script,ServerScriptService.Misc.GroupChecker,48,Fire,low
ReplicatedStorage.UselessStuff.PlayerAdded,Script,ServerScriptService.Misc.Leaderstats,558,OnServerEvent,low
ReplicatedStorage.UselessStuff.PlayerAdded,Script,ServerScriptService.Misc.PrivateServerSlotManager,154,"OnServerEvent,FireClient,Fire",low
